Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Women	2016	Newfoundland and Labrador	15671	30 to 34 years			
Women	2017	Newfoundland and Labrador	15368	30 to 34 years			
Women	2018	Newfoundland and Labrador	15022	30 to 34 years			
Women	2019	Newfoundland and Labrador	14586	30 to 34 years			
Women	2020	Newfoundland and Labrador	14545	30 to 34 years			
Women	2021	Newfoundland and Labrador	14524	30 to 34 years			
Women	2022	Newfoundland and Labrador	14712	30 to 34 years			
Women	2023	Newfoundland and Labrador	15099	30 to 34 years			
Women	2014	Newfoundland and Labrador	16773	35 to 39 years			
Women	2015	Newfoundland and Labrador	16626	35 to 39 years			
Women	2016	Newfoundland and Labrador	16554	35 to 39 years			
Women	2017	Newfoundland and Labrador	16296	35 to 39 years			
Women	2018	Newfoundland and Labrador	16028	35 to 39 years			
Women	2019	Newfoundland and Labrador	15947	35 to 39 years			
Women	2020	Newfoundland and Labrador	15658	35 to 39 years			
Women	2021	Newfoundland and Labrador	15530	35 to 39 years			
Women	2022	Newfoundland and Labrador	15507	35 to 39 years			
Women	2023	Newfoundland and Labrador	16073	35 to 39 years			
Women	2014	Newfoundland and Labrador	18943	40 to 44 years			
Women	2015	Newfoundland and Labrador	18569	40 to 44 years			
Women	2016	Newfoundland and Labrador	17985	40 to 44 years			
Women	2017	Newfoundland and Labrador	17508	40 to 44 years			
Women	2018	Newfoundland and Labrador	17100	40 to 44 years			
Women	2019	Newfoundland and Labrador	16720	40 to 44 years			
Women	2020	Newfoundland and Labrador	16496	40 to 44 years			
Women	2021	Newfoundland and Labrador	16337	40 to 44 years			
Women	2022	Newfoundland and Labrador	16355	40 to 44 years			
Women	2023	Newfoundland and Labrador	16587	40 to 44 years			
Women	2014	Newfoundland and Labrador	20849	45 to 49 years			
Women	2015	Newfoundland and Labrador	20499	45 to 49 years			
Women	2016	Newfoundland and Labrador	20202	45 to 49 years			
Women	2017	Newfoundland and Labrador	19833	45 to 49 years			
Women	2018	Newfoundland and Labrador	19321	45 to 49 years			
Women	2019	Newfoundland and Labrador	18802	45 to 49 years			
Women	2020	Newfoundland and Labrador	18350	45 to 49 years			
Women	2021	Newfoundland and Labrador	17874	45 to 49 years			
Women	2022	Newfoundland and Labrador	17538	45 to 49 years			
Women	2023	Newfoundland and Labrador	17374	45 to 49 years			
Women	2014	Newfoundland and Labrador	21904	50 to 54 years			
Women	2015	Newfoundland and Labrador	22092	50 to 54 years			
Women	2016	Newfoundland and Labrador	21985	50 to 54 years			
Women	2017	Newfoundland and Labrador	21764	50 to 54 years			
Women	2018	Newfoundland and Labrador	21462	50 to 54 years			
Women	2019	Newfoundland and Labrador	21054	50 to 54 years			
Women	2020	Newfoundland and Labrador	20514	50 to 54 years			
Women	2021	Newfoundland and Labrador	20072	50 to 54 years			
Women	2022	Newfoundland and Labrador	19804	50 to 54 years			
Women	2023	Newfoundland and Labrador	19531	50 to 54 years			
Women	2014	Newfoundland and Labrador	21762	55 to 59 years			
Women	2015	Newfoundland and Labrador	21764	55 to 59 years			
Women	2016	Newfoundland and Labrador	21951	55 to 59 years			
Women	2017	Newfoundland and Labrador	21993	55 to 59 years			
Women	2018	Newfoundland and Labrador	22023	55 to 59 years			
Women	2019	Newfoundland and Labrador	21918	55 to 59 years			
Women	2020	Newfoundland and Labrador	21946	55 to 59 years			
Women	2021	Newfoundland and Labrador	21835	55 to 59 years			
Women	2022	Newfoundland and Labrador	21753	55 to 59 years			
Women	2023	Newfoundland and Labrador	21649	55 to 59 years			
Women	2014	Newfoundland and Labrador	20530	60 to 64 years			
Women	2015	Newfoundland and Labrador	20906	60 to 64 years			
Women	2016	Newfoundland and Labrador	21187	60 to 64 years			
Women	2017	Newfoundland and Labrador	21477	60 to 64 years			
Women	2018	Newfoundland and Labrador	21769	60 to 64 years			
Women	2019	Newfoundland and Labrador	21902	60 to 64 years			
Women	2020	Newfoundland and Labrador	21943	60 to 64 years			
Women	2021	Newfoundland and Labrador	22048	60 to 64 years			
Women	2022	Newfoundland and Labrador	22085	60 to 64 years			
Women	2023	Newfoundland and Labrador	22086	60 to 64 years			
Women	2014	Newfoundland and Labrador	17524	65 to 69 years			
Women	2015	Newfoundland and Labrador	18401	65 to 69 years			
Women	2016	Newfoundland and Labrador	18781	65 to 69 years			
Women	2017	Newfoundland and Labrador	19187	65 to 69 years			
Women	2018	Newfoundland and Labrador	19735	65 to 69 years			
Women	2019	Newfoundland and Labrador	20248	65 to 69 years			
Women	2020	Newfoundland and Labrador	20666	65 to 69 years			
Women	2021	Newfoundland and Labrador	21022	65 to 69 years			
Women	2022	Newfoundland and Labrador	21242	65 to 69 years			
Women	2023	Newfoundland and Labrador	21541	65 to 69 years			
Women	2014	Newfoundland and Labrador	11506	70 to 74 years			
Women	2015	Newfoundland and Labrador	12030	70 to 74 years			
Women	2016	Newfoundland and Labrador	13216	70 to 74 years			
Women	2017	Newfoundland and Labrador	14417	70 to 74 years			
Women	2018	Newfoundland and Labrador	15458	70 to 74 years			
Women	2019	Newfoundland and Labrador	16532	70 to 74 years			
Women	2020	Newfoundland and Labrador	17597	70 to 74 years			
Women	2021	Newfoundland and Labrador	18034	70 to 74 years			
Women	2022	Newfoundland and Labrador	18420	70 to 74 years			
Women	2023	Newfoundland and Labrador	18827	70 to 74 years			
Women	2014	Newfoundland and Labrador	8457	75 to 79 years			
Women	2015	Newfoundland and Labrador	8494	75 to 79 years			
Women	2016	Newfoundland and Labrador	8693	75 to 79 years			
Women	2017	Newfoundland and Labrador	9131	75 to 79 years			
Women	2018	Newfoundland and Labrador	9699	75 to 79 years			
Women	2019	Newfoundland and Labrador	10270	75 to 79 years			
Women	2020	Newfoundland and Labrador	10923	75 to 79 years			
Women	2021	Newfoundland and Labrador	12190	75 to 79 years			
Women	2022	Newfoundland and Labrador	13170	75 to 79 years			
Women	2023	Newfoundland and Labrador	14039	75 to 79 years			
Women	2014	Newfoundland and Labrador	6017	80 to 84 years			
Women	2015	Newfoundland and Labrador	5955	80 to 84 years			
Women	2016	Newfoundland and Labrador	6029	80 to 84 years			
Women	2017	Newfoundland and Labrador	6242	80 to 84 years			
Women	2018	Newfoundland and Labrador	6501	80 to 84 years			
Women	2019	Newfoundland and Labrador	6887	80 to 84 years			
Women	2020	Newfoundland and Labrador	7212	80 to 84 years			
Women	2021	Newfoundland and Labrador	7580	80 to 84 years			
Women	2022	Newfoundland and Labrador	7840	80 to 84 years			
Women	2023	Newfoundland and Labrador	8161	80 to 84 years			
Women	2014	Newfoundland and Labrador	3759	85 to 89 years			
Women	2015	Newfoundland and Labrador	3781	85 to 89 years			
Women	2016	Newfoundland and Labrador	3799	85 to 89 years			
Women	2017	Newfoundland and Labrador	3827	85 to 89 years			
Women	2018	Newfoundland and Labrador	3850	85 to 89 years			
Women	2019	Newfoundland and Labrador	3878	85 to 89 years			
Women	2020	Newfoundland and Labrador	3924	85 to 89 years			
Women	2021	Newfoundland and Labrador	4085	85 to 89 years			
Women	2022	Newfoundland and Labrador	4270	85 to 89 years			
Women	2023	Newfoundland and Labrador	4447	85 to 89 years			
Women	2014	Newfoundland and Labrador	2313	90 years and older			
Women	2015	Newfoundland and Labrador	2315	90 years and older			
Women	2016	Newfoundland and Labrador	2369	90 years and older			
Women	2017	Newfoundland and Labrador	2357	90 years and older			
Women	2018	Newfoundland and Labrador	2402	90 years and older			
Women	2019	Newfoundland and Labrador	2420	90 years and older			
Women	2020	Newfoundland and Labrador	2517	90 years and older			
Women	2021	Newfoundland and Labrador	2581	90 years and older			
Women	2022	Newfoundland and Labrador	2543	90 years and older			
Women	2023	Newfoundland and Labrador	2537	90 years and older			
Men	2014	Prince Edward Island	706	0 years			
Men	2015	Prince Edward Island	748	0 years			
Men	2016	Prince Edward Island	732	0 years			
Men	2017	Prince Edward Island	739	0 years			
Men	2018	Prince Edward Island	683	0 years			
Men	2019	Prince Edward Island	655	0 years			
Men	2020	Prince Edward Island	663	0 years			
Men	2021	Prince Edward Island	721	0 years			
Men	2022	Prince Edward Island	749	0 years			
Men	2023	Prince Edward Island	663	0 years			
Men	2014	Prince Edward Island	3855	5 to 9 years			
Men	2015	Prince Edward Island	3882	5 to 9 years			
Men	2016	Prince Edward Island	4011	5 to 9 years			
Men	2017	Prince Edward Island	4053	5 to 9 years			
Men	2018	Prince Edward Island	4107	5 to 9 years			
Men	2019	Prince Edward Island	4167	5 to 9 years			
Men	2020	Prince Edward Island	4245	5 to 9 years			
Men	2021	Prince Edward Island	4242	5 to 9 years			
Men	2022	Prince Edward Island	4368	5 to 9 years			
Men	2023	Prince Edward Island	4433	5 to 9 years			
Men	2014	Prince Edward Island	3971	10 to 14 years			
Men	2015	Prince Edward Island	3947	10 to 14 years			
Men	2016	Prince Edward Island	3956	10 to 14 years			
Men	2017	Prince Edward Island	4088	10 to 14 years			
Men	2018	Prince Edward Island	4202	10 to 14 years			
Men	2019	Prince Edward Island	4348	10 to 14 years			
Men	2020	Prince Edward Island	4392	10 to 14 years			
Men	2021	Prince Edward Island	4478	10 to 14 years			
Men	2022	Prince Edward Island	4576	10 to 14 years			
Men	2023	Prince Edward Island	4652	10 to 14 years			
Men	2014	Prince Edward Island	4618	15 to 19 years			
Men	2015	Prince Edward Island	4560	15 to 19 years			
Men	2016	Prince Edward Island	4469	15 to 19 years			
Men	2017	Prince Edward Island	4328	15 to 19 years			
Men	2018	Prince Edward Island	4348	15 to 19 years			
Men	2019	Prince Edward Island	4427	15 to 19 years			
Men	2020	Prince Edward Island	4559	15 to 19 years			
Men	2021	Prince Edward Island	4447	15 to 19 years			
Men	2022	Prince Edward Island	4697	15 to 19 years			
Men	2023	Prince Edward Island	4918	15 to 19 years			
Men	2014	Prince Edward Island	4659	20 to 24 years			
Men	2015	Prince Edward Island	4614	20 to 24 years			
Men	2016	Prince Edward Island	4700	20 to 24 years			
Men	2017	Prince Edward Island	4823	20 to 24 years			
Men	2018	Prince Edward Island	4841	20 to 24 years			
Men	2019	Prince Edward Island	5417	20 to 24 years			
Men	2020	Prince Edward Island	6009	20 to 24 years			
Men	2021	Prince Edward Island	6258	20 to 24 years			
Men	2022	Prince Edward Island	6620	20 to 24 years			
Men	2023	Prince Edward Island	7136	20 to 24 years			
Men	2014	Prince Edward Island	3987	25 to 29 years			
Men	2015	Prince Edward Island	4011	25 to 29 years			
Men	2016	Prince Edward Island	4099	25 to 29 years			
Men	2017	Prince Edward Island	4396	25 to 29 years			
Men	2018	Prince Edward Island	4684	25 to 29 years			
Men	2019	Prince Edward Island	4870	25 to 29 years			
Men	2020	Prince Edward Island	5006	25 to 29 years			
Men	2021	Prince Edward Island	5426	25 to 29 years			
Men	2022	Prince Edward Island	5914	25 to 29 years			
Men	2023	Prince Edward Island	6805	25 to 29 years			
Men	2014	Prince Edward Island	3795	30 to 34 years			
Men	2015	Prince Edward Island	3892	30 to 34 years			
Men	2016	Prince Edward Island	4102	30 to 34 years			
Men	2017	Prince Edward Island	4205	30 to 34 years			
Men	2018	Prince Edward Island	4241	30 to 34 years			
Men	2019	Prince Edward Island	4372	30 to 34 years			
Men	2020	Prince Edward Island	4554	30 to 34 years			
Men	2021	Prince Edward Island	4724	30 to 34 years			
Men	2022	Prince Edward Island	4982	30 to 34 years			
Men	2023	Prince Edward Island	5477	30 to 34 years			
Men	2014	Prince Edward Island	4116	35 to 39 years			
Men	2015	Prince Edward Island	4072	35 to 39 years			
Men	2016	Prince Edward Island	4165	35 to 39 years			
Men	2017	Prince Edward Island	4260	35 to 39 years			
Men	2018	Prince Edward Island	4325	35 to 39 years			
Men	2019	Prince Edward Island	4317	35 to 39 years			
Men	2020	Prince Edward Island	4438	35 to 39 years			
Men	2021	Prince Edward Island	4629	35 to 39 years			
Men	2022	Prince Edward Island	4820	35 to 39 years			
Men	2023	Prince Edward Island	5063	35 to 39 years			
Men	2014	Prince Edward Island	4528	40 to 44 years			
Men	2015	Prince Edward Island	4451	40 to 44 years			
Men	2016	Prince Edward Island	4448	40 to 44 years			
Men	2017	Prince Edward Island	4476	40 to 44 years			
Men	2018	Prince Edward Island	4499	40 to 44 years			
Men	2019	Prince Edward Island	4580	40 to 44 years			
Men	2020	Prince Edward Island	4618	40 to 44 years			
Men	2021	Prince Edward Island	4662	40 to 44 years			
Men	2022	Prince Edward Island	4799	40 to 44 years			
Men	2023	Prince Edward Island	4991	40 to 44 years			
Men	2014	Prince Edward Island	5030	45 to 49 years			
Men	2015	Prince Edward Island	4808	45 to 49 years			
Men	2016	Prince Edward Island	4845	45 to 49 years			
Men	2017	Prince Edward Island	4882	45 to 49 years			
Men	2018	Prince Edward Island	5028	45 to 49 years			
Men	2019	Prince Edward Island	5026	45 to 49 years			
Men	2020	Prince Edward Island	5005	45 to 49 years			
Men	2021	Prince Edward Island	4882	45 to 49 years			
Men	2022	Prince Edward Island	4881	45 to 49 years			
Men	2023	Prince Edward Island	4970	45 to 49 years			
Men	2014	Prince Edward Island	5710	50 to 54 years			
Men	2015	Prince Edward Island	5757	50 to 54 years			
Men	2016	Prince Edward Island	5589	50 to 54 years			
Men	2017	Prince Edward Island	5523	50 to 54 years			
Men	2018	Prince Edward Island	5335	50 to 54 years			
Men	2019	Prince Edward Island	5243	50 to 54 years			
Men	2020	Prince Edward Island	5027	50 to 54 years			
Men	2021	Prince Edward Island	5059	50 to 54 years			
Men	2022	Prince Edward Island	5104	50 to 54 years			
Men	2023	Prince Edward Island	5214	50 to 54 years			
Men	2014	Prince Edward Island	5472	55 to 59 years			
Men	2015	Prince Edward Island	5498	55 to 59 years			
Men	2016	Prince Edward Island	5533	55 to 59 years			
Men	2017	Prince Edward Island	5645	55 to 59 years			
Men	2018	Prince Edward Island	5748	55 to 59 years			
Men	2019	Prince Edward Island	5807	55 to 59 years			
Men	2020	Prince Edward Island	5896	55 to 59 years			
Men	2021	Prince Edward Island	5793	55 to 59 years			
Men	2022	Prince Edward Island	5702	55 to 59 years			
Men	2023	Prince Edward Island	5491	55 to 59 years			
Men	2014	Prince Edward Island	4973	60 to 64 years			
Men	2015	Prince Edward Island	5092	60 to 64 years			
Men	2016	Prince Edward Island	5259	60 to 64 years			
Men	2017	Prince Edward Island	5289	60 to 64 years			
Men	2018	Prince Edward Island	5423	60 to 64 years			
Men	2019	Prince Edward Island	5511	60 to 64 years			
Men	2020	Prince Edward Island	5551	60 to 64 years			
Men	2021	Prince Edward Island	5593	60 to 64 years			
Men	2022	Prince Edward Island	5803	60 to 64 years			
Men	2023	Prince Edward Island	5916	60 to 64 years			
Men	2014	Prince Edward Island	4488	65 to 69 years			
Men	2015	Prince Edward Island	4699	65 to 69 years			
Men	2016	Prince Edward Island	4838	65 to 69 years			
Men	2017	Prince Edward Island	4791	65 to 69 years			
Men	2018	Prince Edward Island	4733	65 to 69 years			
Men	2019	Prince Edward Island	4807	65 to 69 years			
Men	2020	Prince Edward Island	4916	65 to 69 years			
Men	2021	Prince Edward Island	5101	65 to 69 years			
Men	2022	Prince Edward Island	5170	65 to 69 years			
Men	2023	Prince Edward Island	5359	65 to 69 years			
Men	2014	Prince Edward Island	2906	70 to 74 years			
Men	2015	Prince Edward Island	3008	70 to 74 years			
Men	2016	Prince Edward Island	3217	70 to 74 years			
Men	2017	Prince Edward Island	3629	70 to 74 years			
Men	2018	Prince Edward Island	3970	70 to 74 years			
Men	2019	Prince Edward Island	4143	70 to 74 years			
Men	2020	Prince Edward Island	4350	70 to 74 years			
Men	2021	Prince Edward Island	4449	70 to 74 years			
Men	2022	Prince Edward Island	4460	70 to 74 years			
Men	2023	Prince Edward Island	4442	70 to 74 years			
Men	2014	Prince Edward Island	2018	75 to 79 years			
Men	2015	Prince Edward Island	2098	75 to 79 years			
Men	2016	Prince Edward Island	2180	75 to 79 years			
Men	2017	Prince Edward Island	2236	75 to 79 years			
Men	2018	Prince Edward Island	2305	75 to 79 years			
Men	2019	Prince Edward Island	2469	75 to 79 years			
Men	2020	Prince Edward Island	2596	75 to 79 years			
Men	2021	Prince Edward Island	2769	75 to 79 years			
Men	2022	Prince Edward Island	3140	75 to 79 years			
Men	2023	Prince Edward Island	3440	75 to 79 years			
Men	2014	Prince Edward Island	1417	80 to 84 years			
Men	2015	Prince Edward Island	1388	80 to 84 years			
Men	2016	Prince Edward Island	1432	80 to 84 years			
Men	2017	Prince Edward Island	1479	80 to 84 years			
Men	2018	Prince Edward Island	1493	80 to 84 years			
Men	2019	Prince Edward Island	1498	80 to 84 years			
Men	2020	Prince Edward Island	1552	80 to 84 years			
Men	2021	Prince Edward Island	1632	80 to 84 years			
Men	2022	Prince Edward Island	1696	80 to 84 years			
Men	2023	Prince Edward Island	1763	80 to 84 years			
Men	2014	Prince Edward Island	660	85 to 89 years			
Men	2015	Prince Edward Island	710	85 to 89 years			
Men	2016	Prince Edward Island	714	85 to 89 years			
Men	2017	Prince Edward Island	748	85 to 89 years			
Men	2018	Prince Edward Island	771	85 to 89 years			
Men	2019	Prince Edward Island	839	85 to 89 years			
Men	2020	Prince Edward Island	846	85 to 89 years			
Men	2021	Prince Edward Island	888	85 to 89 years			
Men	2022	Prince Edward Island	930	85 to 89 years			
Men	2023	Prince Edward Island	944	85 to 89 years			
Men	2014	Prince Edward Island	293	90 years and older			
Men	2015	Prince Edward Island	306	90 years and older			
Men	2016	Prince Edward Island	340	90 years and older			
Men	2017	Prince Edward Island	350	90 years and older			
Men	2018	Prince Edward Island	362	90 years and older			
Men	2019	Prince Edward Island	362	90 years and older			
Men	2020	Prince Edward Island	371	90 years and older			
